Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,BestPosition,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Top_5_league
22,191,81,54,63,9,871,303,5,1,2,1,2,2,56,55,53,56,28,55,11,11,12,20,10,11,13,11,24,12,30,26,33,38,26,40,40,25,57,10,28,13,5,45,12,30,7,13,13,56,55,53,55,56,22,18,19,19,19,18,23,21,24,21,20,23,20,19,22,19,55,0
23,182,82,54,58,4,1354,300,1,1,4,2,2,2,63,32,37,48,54,66,42,34,42,36,20,51,35,32,38,38,62,63,58,49,58,35,62,66,72,27,53,50,40,36,35,42,52,60,58,5,11,7,14,13,45,44,42,42,42,44,44,47,44,47,53,51,53,54,56,54,17,0
19,182,75,54,68,14,1495,318,4,1,3,2,2,2,63,40,52,53,50,60,44,32,47,58,37,51,39,44,54,54,64,62,65,48,62,48,59,72,56,52,57,55,38,54,42,46,44,53,51,5,15,13,6,14,49,50,49,49,49,50,54,54,56,54,56,56,56,56,54,56,16,0
18,193,78,54,70,16,1317,282,1,1,2,2,2,2,60,33,37,36,54,62,28,25,54,44,32,28,29,34,38,42,61,60,45,44,45,44,72,63,64,37,52,53,33,38,38,42,52,55,56,13,13,10,10,5,43,38,39,39,39,38,41,42,44,42,51,51,51,53,56,53,16,0
19,185,82,54,67,13,875,290,5,1,3,1,2,2,52,53,55,55,22,53,14,6,13,17,6,12,13,14,20,18,21,24,32,50,45,41,58,26,45,7,28,6,8,37,14,21,7,14,11,52,53,55,53,55,22,18,20,20,20,18,22,22,23,22,20,22,20,19,21,19,55,0
23,184,72,54,62,8,1306,282,1,1,3,2,2,0,57,27,41,37,52,68,35,25,52,49,29,31,29,25,47,39,58,56,44,47,58,35,74,70,71,23,56,48,29,35,31,39,50,56,54,12,9,8,7,14,41,38,38,38,38,38,41,43,45,43,52,53,52,53,56,53,16,0
21,172,76,54,64,10,1418,309,14,1,3,2,0,2,81,50,40,57,29,52,40,53,46,41,43,54,44,40,30,56,81,81,81,46,70,46,71,58,56,45,32,27,52,44,55,48,29,28,21,5,13,5,11,14,55,54,53,53,53,54,53,54,46,54,45,39,45,44,39,44,16,0
22,183,73,54,61,7,1413,309,14,1,2,2,2,2,67,52,45,58,33,54,48,56,51,44,45,57,46,42,36,58,69,65,68,40,60,54,54,46,61,44,44,26,54,50,52,55,29,36,32,7,13,7,9,10,56,54,54,54,54,54,54,55,48,55,45,42,45,44,42,44,15,0
19,180,70,54,69,15,1326,280,14,1,3,2,2,2,67,53,40,54,17,49,34,55,55,47,45,51,39,35,29,56,65,68,63,49,66,56,75,51,49,48,38,10,53,44,51,48,18,10,10,8,9,12,13,14,56,52,53,53,53,52,53,52,45,52,37,34,37,36,32,36,17,0
27,183,75,54,54,0,1567,326,14,1,3,2,2,2,51,54,48,56,50,67,51,54,64,50,54,53,43,42,38,58,48,53,60,56,60,53,69,66,68,55,63,46,53,54,51,56,48,51,48,14,8,16,9,11,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,18,0
23,180,76,54,58,4,1544,331,0,1,2,2,2,2,67,48,51,56,48,61,40,51,51,55,43,54,51,46,56,55,65,69,71,50,63,45,63,65,62,45,51,48,53,52,50,52,47,48,45,12,13,8,7,10,55,54,54,54,54,54,56,56,56,56,54,54,54,54,53,54,17,0
22,179,72,54,62,8,1301,281,10,1,3,2,2,2,63,25,39,42,55,57,39,21,53,51,22,22,26,29,35,56,64,62,71,48,70,32,54,66,59,26,41,49,17,28,33,46,51,63,59,13,6,10,14,11,40,39,37,37,37,39,41,43,44,43,55,53,55,57,56,57,17,0
27,176,79,54,56,2,1470,320,1,1,3,2,0,2,54,42,48,50,51,75,48,45,52,54,32,49,34,37,53,50,54,54,59,44,65,45,73,72,82,37,63,50,40,40,39,40,51,50,51,7,7,9,10,14,50,48,47,47,47,48,49,52,51,52,54,55,54,54,56,54,15,0
21,178,70,54,57,3,1420,307,10,1,3,2,1,0,60,43,47,50,49,58,46,42,49,53,33,49,35,35,47,48,63,57,55,55,57,51,58,56,63,41,50,48,47,45,38,41,44,55,52,7,9,9,13,10,51,50,49,49,49,50,51,52,51,52,54,53,54,54,54,54,17,0
20,185,70,54,71,17,1283,279,1,1,2,2,2,2,62,30,35,40,54,58,37,25,52,40,31,38,40,31,36,40,63,62,46,44,52,47,64,51,60,24,59,53,26,25,30,36,53,56,57,10,5,9,6,11,42,38,38,38,38,38,38,42,40,42,51,49,51,53,56,53,14,0
18,182,70,54,72,18,865,287,5,1,2,1,2,2,55,53,53,55,21,50,11,6,13,21,7,7,10,10,29,14,20,22,31,47,47,40,57,28,47,6,26,6,6,37,18,35,8,11,14,55,53,53,50,55,20,16,18,18,18,16,22,21,24,21,19,22,19,19,21,19,55,0
22,181,75,54,62,8,1445,317,11,1,3,2,2,2,81,49,46,56,29,56,48,51,46,48,41,53,45,38,46,52,80,81,80,41,72,49,67,60,56,47,50,29,48,44,42,48,24,30,28,9,13,6,7,14,54,54,52,52,52,54,54,55,48,55,47,43,47,46,41,46,16,0
26,188,75,54,56,2,1476,324,14,1,3,2,2,2,68,52,37,50,52,65,31,56,54,41,41,51,31,31,31,45,65,71,61,47,64,52,72,53,76,46,50,49,53,43,55,46,51,53,54,13,5,11,7,13,56,50,51,51,51,50,50,50,47,50,51,50,51,53,56,53,16,0
22,183,80,54,62,8,1358,296,1,1,3,2,2,0,65,31,38,42,53,67,39,30,47,41,21,38,39,27,39,38,61,68,58,43,65,37,80,70,71,25,48,50,32,34,39,47,50,58,56,13,7,12,15,7,42,41,39,39,39,41,41,45,43,45,53,51,53,54,56,54,16,0
28,177,75,54,56,2,845,288,5,1,2,1,2,2,54,53,52,53,21,55,12,9,13,27,8,8,11,11,25,18,17,26,31,44,42,39,58,23,34,5,22,7,4,35,17,21,6,12,14,54,53,52,55,53,21,18,19,19,19,18,23,21,24,21,20,22,20,19,20,19,55,0
19,179,68,54,70,16,1321,275,14,1,3,2,2,2,69,53,38,49,20,46,30,55,57,45,39,45,36,28,31,49,70,68,59,55,70,55,74,51,45,52,35,17,56,42,50,46,13,15,20,12,12,12,8,15,56,51,52,52,52,51,51,51,45,51,39,35,39,38,34,38,19,0
19,191,84,54,71,17,883,313,5,1,1,1,2,2,53,54,53,57,41,55,12,5,10,22,5,14,11,11,19,15,39,44,43,42,32,40,48,25,44,6,27,8,6,33,18,39,9,12,11,53,54,53,55,57,22,20,21,21,21,20,23,23,22,23,21,21,21,21,21,21,55,0
22,186,80,54,63,9,1325,293,14,1,3,2,2,2,72,53,37,52,20,59,33,55,51,43,47,54,39,31,27,49,69,75,51,51,54,55,58,52,69,45,45,18,52,38,60,45,18,15,13,14,9,8,14,13,56,51,52,52,52,51,51,51,43,51,39,35,39,37,36,37,19,0
21,180,72,54,67,13,1330,288,6,1,2,2,2,2,67,29,36,47,53,56,51,25,48,31,29,58,32,31,32,30,66,68,52,53,47,28,63,60,56,32,48,50,44,35,35,36,51,59,55,11,14,13,8,15,43,45,42,42,42,45,42,48,42,48,53,47,53,54,54,54,19,0
18,198,90,54,72,18,927,307,5,1,2,1,2,2,54,55,55,53,34,56,15,11,14,31,9,9,15,16,29,18,35,33,27,38,28,41,38,25,72,9,26,10,7,42,18,37,11,12,15,54,55,55,56,53,25,21,22,22,22,21,26,25,26,25,22,26,22,22,25,22,55,0
18,160,60,54,71,17,1407,310,7,1,3,2,2,2,74,39,48,54,45,50,47,38,49,56,36,54,35,33,44,53,72,75,58,49,55,40,59,54,47,37,52,42,50,45,44,51,48,43,43,10,11,12,8,8,51,53,51,51,51,53,53,55,51,55,53,50,53,53,50,53,16,0
20,186,69,54,66,12,1474,317,0,1,2,2,2,2,64,37,52,56,48,60,38,30,45,63,42,56,37,37,56,58,65,64,56,49,60,50,60,59,60,34,62,50,55,50,40,42,44,51,50,13,13,6,13,8,52,52,52,52,52,52,56,56,56,56,55,56,55,54,54,54,18,0
27,175,78,54,58,4,863,290,5,1,2,1,2,2,55,55,48,54,27,51,14,6,11,23,5,7,13,12,18,12,29,24,31,50,42,36,57,23,42,6,22,13,5,38,10,48,25,13,13,55,55,48,51,54,20,18,19,19,19,18,22,21,23,21,22,24,22,22,24,22,55,0
21,183,78,54,62,8,1349,283,14,1,3,2,0,2,56,54,45,52,21,55,46,55,54,49,50,50,46,43,37,57,57,55,51,48,52,54,60,45,60,51,52,12,55,42,52,51,13,23,21,13,11,12,11,12,56,52,52,52,52,52,52,52,47,52,39,38,39,38,36,38,18,0
19,191,69,54,66,12,1398,301,14,1,3,2,2,2,61,50,50,53,25,62,46,52,57,53,43,53,42,48,45,53,51,70,55,47,54,55,54,55,69,42,53,21,53,54,51,51,20,24,20,14,12,10,12,10,56,52,53,53,53,52,54,54,50,54,43,42,43,41,40,41,18,0
19,178,66,54,73,19,1393,297,0,1,2,2,0,1,63,51,48,58,34,43,45,59,37,52,38,57,45,40,50,57,60,66,56,56,74,52,57,34,49,39,38,30,41,47,49,54,39,28,41,9,12,14,9,13,54,54,53,53,53,54,55,55,50,55,47,45,47,46,42,46,18,0
19,167,57,54,64,10,1445,299,0,1,3,2,2,2,67,41,54,56,43,38,43,39,37,62,38,55,40,38,57,54,68,67,63,54,83,45,50,54,27,42,43,46,50,56,42,44,39,48,41,14,10,15,10,15,50,54,53,53,53,54,57,57,56,57,53,52,53,52,46,52,19,0
21,175,67,54,66,12,1432,314,14,1,3,2,2,2,72,56,46,58,39,43,52,56,43,46,56,57,46,34,34,60,76,69,63,34,74,70,44,40,50,45,29,32,44,50,59,47,48,35,38,10,11,7,11,9,56,54,53,53,53,54,54,55,47,55,48,43,48,47,43,47,15,0
28,187,73,54,57,3,962,291,5,1,3,1,2,2,55,56,57,49,26,48,11,15,14,23,17,16,15,13,25,14,28,24,33,55,34,43,45,36,59,18,29,12,18,50,14,31,13,11,12,55,56,57,48,49,27,23,25,25,25,23,28,26,29,26,22,26,22,22,24,22,55,0
19,185,75,54,70,16,888,298,5,1,2,1,2,2,55,52,52,55,31,53,15,8,9,25,9,10,15,13,26,13,32,30,31,45,50,39,54,15,49,6,25,14,10,30,15,25,10,11,12,55,52,52,53,55,22,19,20,20,20,19,23,22,23,22,20,23,20,20,22,20,55,0
17,181,68,54,78,24,1495,319,2,1,3,2,2,2,69,37,49,55,50,59,36,30,50,55,38,51,49,43,51,55,70,69,71,55,69,56,57,70,55,31,57,45,40,50,41,48,45,57,56,5,8,6,11,13,50,50,50,50,50,50,53,54,54,54,56,55,56,56,55,56,16,0
19,172,70,54,63,9,1429,292,10,1,3,2,2,2,63,38,43,45,48,55,44,36,44,45,43,39,44,41,39,43,66,61,65,59,67,36,63,65,51,40,51,48,43,40,45,41,46,52,50,13,14,14,12,10,46,46,45,45,45,46,47,49,47,49,53,50,53,54,52,54,19,0
19,181,72,54,66,12,1485,322,0,1,2,2,2,0,68,42,51,55,49,57,40,39,50,58,32,53,46,37,51,57,69,67,65,56,63,49,54,55,56,44,62,44,48,54,39,40,47,55,46,8,6,15,13,7,53,53,53,53,53,53,56,56,55,56,54,55,54,54,54,54,16,0
21,178,72,54,59,5,1311,295,7,1,3,3,2,2,65,46,47,56,27,54,48,49,34,51,44,58,38,31,47,51,72,59,67,37,65,50,33,74,58,36,25,17,44,45,45,48,21,34,32,7,11,15,6,7,50,52,50,50,50,52,52,55,49,55,46,41,46,43,36,43,13,0
21,180,79,54,63,9,1333,292,9,1,3,2,2,2,68,28,38,44,50,64,41,25,45,43,26,41,31,26,29,41,65,71,59,51,61,35,71,71,67,23,48,51,36,38,35,34,44,54,54,11,6,9,10,15,43,43,41,41,41,43,43,47,44,47,54,50,54,54,54,54,17,0
21,176,73,54,64,10,1307,287,7,1,2,2,2,2,68,46,48,54,27,44,52,48,33,50,39,54,47,35,43,53,70,66,61,40,55,52,46,62,43,36,25,16,55,48,50,53,31,31,22,11,5,10,7,11,51,53,51,51,51,53,53,55,48,55,45,40,45,42,35,42,14,0
18,183,82,54,75,21,1206,260,1,1,2,2,2,2,55,23,33,32,54,63,25,16,52,40,20,27,28,22,33,31,54,56,39,43,49,38,76,57,72,21,44,54,21,32,31,42,52,57,53,13,8,15,14,13,37,32,32,32,32,32,34,37,38,37,48,49,48,50,56,50,18,0
21,180,67,54,63,9,1284,280,11,1,3,2,2,2,66,48,51,54,20,41,55,53,38,54,48,54,46,39,47,55,67,66,56,40,63,52,40,45,44,33,27,17,49,49,43,42,18,18,20,10,8,14,8,8,52,53,52,52,52,53,54,55,48,55,42,37,42,39,31,39,14,0
20,183,80,54,63,9,1343,287,14,1,2,2,0,2,59,53,45,55,20,55,41,52,48,50,49,52,39,31,40,59,60,59,59,52,58,54,68,57,64,51,29,17,54,48,63,48,17,17,12,7,12,9,6,9,56,53,54,54,54,53,55,54,49,54,40,38,40,38,35,38,15,0
19,189,84,54,64,10,1257,280,1,1,3,2,2,2,62,27,39,42,54,56,33,26,48,54,22,27,24,31,33,56,64,61,54,48,51,36,51,55,61,19,46,46,21,30,33,44,50,64,58,13,14,12,8,8,42,40,39,39,39,40,42,44,44,44,53,53,53,55,56,55,17,0
19,177,72,54,68,14,1488,313,4,1,3,2,2,2,59,36,54,58,52,54,48,31,48,59,36,55,39,40,55,57,62,56,67,52,72,48,67,49,53,30,58,52,47,57,44,57,48,56,53,11,7,10,11,10,49,52,51,51,51,52,55,55,56,55,55,56,55,55,55,55,16,0
21,178,70,54,62,8,1432,309,7,1,3,2,2,2,66,38,51,57,46,51,55,35,45,53,40,60,41,32,52,53,68,65,62,42,70,47,58,55,51,31,43,46,39,50,48,39,51,42,43,11,7,13,12,12,48,51,49,49,49,51,52,55,51,55,53,51,53,52,49,52,16,0
25,188,86,54,58,4,896,304,5,1,3,1,2,2,56,56,53,52,33,54,10,6,13,27,5,10,12,12,29,16,33,32,34,39,31,40,53,28,64,6,25,10,6,34,15,43,11,12,12,56,56,53,54,52,22,19,20,20,20,19,23,23,24,23,21,24,21,21,24,21,55,0
20,185,82,54,64,10,1232,269,1,1,3,2,2,2,61,25,29,34,56,64,22,22,46,31,26,30,25,26,26,28,60,61,48,46,54,37,71,62,68,18,55,51,25,35,36,44,55,62,59,6,11,8,14,8,38,33,33,33,33,33,35,37,37,37,49,48,49,51,56,51,16,0
24,188,79,54,58,4,848,297,5,1,1,1,2,2,50,52,58,58,25,54,12,6,10,28,6,7,14,10,29,18,26,24,23,44,37,44,42,25,58,6,20,6,6,29,13,21,7,12,14,50,52,58,54,58,22,17,19,19,19,17,22,22,24,22,20,23,20,20,21,20,55,0
25,181,75,54,58,4,1485,334,11,1,3,2,2,2,84,50,45,58,43,54,53,51,38,43,46,57,40,44,30,54,83,85,76,48,71,58,52,58,57,41,44,42,50,51,47,46,43,43,45,8,6,9,6,6,55,56,54,54,54,56,54,57,49,57,54,47,54,53,48,53,13,0
19,185,75,54,63,9,1309,287,1,1,3,2,2,2,65,21,43,45,53,60,34,14,53,55,18,39,37,25,48,46,63,66,57,52,59,33,68,60,62,22,52,50,22,31,33,47,50,57,55,13,8,7,6,14,40,41,39,39,39,41,43,45,46,45,54,54,54,55,56,55,17,0
21,182,70,54,68,14,1352,286,14,1,3,2,0,2,57,53,42,53,25,56,34,57,51,49,38,55,40,35,36,49,61,53,55,55,60,52,58,55,58,48,51,23,56,43,59,49,22,22,25,13,11,5,11,12,56,51,53,53,53,51,53,52,48,52,41,40,41,40,39,40,18,0
22,183,80,54,64,10,851,297,5,1,3,1,2,2,55,53,51,56,29,53,10,5,13,22,5,6,12,12,15,14,27,31,31,43,45,38,56,22,53,9,22,8,6,33,17,33,5,12,11,55,53,51,53,56,21,17,18,18,18,17,21,20,21,20,19,20,19,19,21,19,55,0
20,187,76,54,71,17,861,285,5,1,2,1,2,2,54,54,50,56,19,52,13,9,10,15,9,8,14,14,21,16,19,19,38,48,46,38,64,20,48,8,26,13,5,24,17,37,9,12,12,54,54,50,52,56,20,16,17,17,17,16,19,19,20,19,19,21,19,19,22,19,55,1
22,170,57,54,64,10,1344,297,11,1,3,2,0,2,77,45,48,56,24,47,49,46,33,52,40,55,47,36,46,53,71,82,75,40,67,47,45,44,52,39,38,17,46,47,50,45,25,25,26,9,15,7,11,9,51,53,51,51,51,53,54,55,47,55,44,39,44,42,35,42,16,0
20,195,90,54,70,16,833,300,5,1,2,1,2,2,60,50,53,55,27,55,15,7,11,23,6,14,13,14,17,12,29,24,28,39,26,40,36,19,62,9,21,13,6,34,12,38,6,13,11,60,50,53,55,55,21,18,19,19,19,18,22,21,22,21,19,21,19,19,22,19,55,0
26,188,72,54,57,3,1436,309,14,1,3,2,0,2,75,52,43,55,32,52,34,55,53,49,43,51,35,34,38,51,80,71,82,54,72,47,73,57,56,51,29,26,50,51,61,44,31,33,21,11,13,7,12,5,56,54,54,54,54,54,55,54,49,54,45,42,45,44,41,44,17,0
18,177,60,54,69,15,1358,293,11,1,2,2,2,2,73,48,47,58,25,42,44,47,37,52,41,56,40,39,46,57,74,72,70,47,69,57,45,52,42,42,31,22,46,44,52,49,28,20,28,13,13,10,8,14,53,54,53,53,53,54,54,55,49,55,45,40,45,43,35,43,18,0
18,191,86,54,73,19,831,295,5,1,3,1,2,2,56,57,56,54,23,49,14,9,13,24,7,13,13,11,15,15,17,31,29,45,24,42,35,25,62,8,20,8,8,29,15,30,5,11,11,56,57,56,49,54,23,18,20,20,20,18,22,21,22,21,20,21,20,19,21,19,55,1
23,181,76,54,61,7,1265,271,1,1,4,2,2,2,59,27,29,38,54,64,22,23,48,30,24,30,25,26,27,40,56,62,46,50,62,38,74,56,72,23,49,54,38,36,30,41,52,58,53,13,12,12,11,13,41,36,37,37,37,36,38,39,40,39,48,48,48,51,56,51,18,0
18,177,69,54,74,20,1409,297,0,1,2,2,2,2,62,47,50,61,34,43,43,46,45,53,40,61,49,45,49,60,60,64,58,56,74,58,53,45,42,39,40,28,44,52,51,55,36,31,33,14,9,15,9,7,53,54,54,54,54,54,56,56,52,56,47,45,47,45,41,45,17,0
20,172,70,54,68,14,1519,325,11,1,3,2,2,0,67,47,52,57,47,55,46,48,44,62,37,55,40,36,52,55,67,67,70,55,76,58,64,68,46,33,57,45,52,46,45,46,44,51,54,6,9,8,10,13,55,54,54,54,54,54,56,58,56,58,57,55,57,56,52,56,16,0
20,188,79,54,69,15,842,286,5,1,2,1,2,2,55,57,45,60,20,49,13,7,12,17,8,7,12,13,26,19,20,19,32,36,39,34,53,20,64,7,20,8,8,38,12,23,8,10,14,55,57,45,49,60,20,16,18,18,18,16,21,20,22,20,18,21,18,18,22,18,55,0
18,183,76,54,75,21,1292,280,1,1,3,2,2,2,66,27,34,44,52,57,39,22,55,43,31,43,29,26,22,40,66,66,51,44,60,37,74,41,60,24,65,48,28,26,41,40,52,54,53,8,13,9,10,12,42,40,38,38,38,40,39,42,38,42,50,47,50,52,56,52,16,0
19,176,66,54,68,14,1320,287,10,1,3,2,2,2,69,31,34,50,49,54,44,30,39,32,28,52,34,26,28,46,68,70,60,49,52,32,63,66,48,28,53,46,46,34,40,36,44,56,58,10,13,14,5,6,44,46,44,44,44,46,44,49,43,49,53,47,53,54,51,54,15,0
19,178,68,54,67,13,1473,310,0,1,3,2,2,2,62,48,55,56,44,45,44,48,48,61,44,54,45,46,60,54,60,64,62,56,68,56,49,44,47,42,40,33,48,55,46,61,39,51,53,11,10,13,10,12,54,54,54,54,54,54,57,56,56,56,52,51,52,52,49,52,18,0
17,165,56,54,73,19,1487,303,0,1,2,2,2,2,61,40,53,59,44,46,40,33,49,61,38,54,45,35,59,56,69,55,80,55,84,51,60,55,38,40,51,42,54,54,38,50,43,45,47,14,8,7,13,14,51,53,53,53,53,53,57,56,56,56,52,53,52,52,49,52,19,0
17,174,66,54,68,14,1420,302,2,1,3,2,2,0,62,36,47,54,50,53,36,30,46,54,36,53,40,42,52,56,60,63,58,55,60,52,56,54,49,30,60,54,40,43,38,42,44,54,52,10,14,7,12,10,48,48,48,48,48,48,51,52,52,52,54,55,54,54,54,54,18,0
19,177,69,54,64,10,1418,303,13,1,2,2,2,2,73,34,43,54,49,50,45,33,44,47,31,52,44,44,40,51,72,73,73,49,74,34,51,55,48,30,50,54,43,36,45,35,44,51,50,13,15,10,9,8,47,49,47,47,47,49,49,52,48,52,54,50,54,54,51,54,17,0
19,175,65,54,68,14,1385,301,13,1,2,2,2,2,76,35,44,59,50,37,44,32,37,53,32,58,31,28,42,58,73,78,73,48,79,43,57,34,33,34,47,52,47,38,34,34,51,53,47,14,8,6,11,10,48,53,50,50,50,53,53,54,50,54,54,51,54,54,51,54,17,0
20,181,68,54,64,10,1494,324,0,1,3,2,2,2,66,47,53,57,48,53,45,43,44,58,36,55,49,37,57,57,75,59,63,51,66,55,51,54,52,53,56,50,49,56,41,57,45,51,46,9,10,9,6,6,53,54,54,54,54,54,57,57,57,57,54,55,54,54,52,54,15,0
22,188,77,54,62,8,1356,293,14,1,4,3,2,2,64,56,40,52,29,52,35,60,59,46,38,52,36,31,31,48,65,64,69,52,54,55,57,50,57,54,40,20,47,45,60,44,26,29,26,7,13,11,8,11,56,52,52,52,52,52,52,51,46,51,42,39,42,41,40,41,16,0
20,180,74,54,61,7,1313,279,14,1,3,2,0,1,68,53,37,53,18,50,30,55,52,42,43,53,40,36,31,50,67,68,55,53,67,54,65,59,52,51,30,14,54,39,56,50,14,15,10,14,14,9,7,14,56,51,52,52,52,51,51,51,45,51,38,34,38,36,32,36,19,0
24,191,89,54,62,8,887,298,5,1,2,1,2,2,50,53,60,61,24,50,15,9,12,29,7,14,13,13,25,16,22,28,37,43,29,45,36,20,61,8,25,15,10,28,13,36,12,15,13,50,53,60,50,61,24,20,21,21,21,20,24,23,24,23,22,25,22,21,24,21,55,0
20,174,68,54,64,10,1382,282,2,1,3,2,2,2,48,37,46,55,49,47,21,35,40,57,27,55,35,39,55,56,42,52,51,56,77,47,70,53,39,32,56,52,43,48,44,43,48,52,50,12,10,5,11,12,47,47,49,49,49,47,52,50,54,50,51,55,51,51,52,51,18,0
20,188,84,54,68,14,884,299,5,1,3,1,2,2,54,53,55,57,26,54,12,8,12,16,7,14,12,13,27,19,23,31,32,45,33,41,53,24,62,7,24,8,7,30,19,29,8,10,14,54,53,55,54,57,23,19,20,20,20,19,22,22,23,22,20,22,20,20,22,20,55,0
18,179,67,54,63,9,1412,305,13,1,3,2,0,2,73,35,46,52,48,51,52,34,46,48,39,49,42,39,45,52,74,72,63,50,60,37,59,52,48,34,55,50,40,41,38,47,47,49,46,5,10,14,15,7,47,50,47,47,47,50,50,53,49,53,54,51,54,54,51,54,16,0
21,179,71,54,64,10,1441,312,0,1,3,2,2,2,61,48,53,58,35,57,45,52,46,59,40,58,43,34,53,57,59,62,61,45,65,47,55,57,57,41,55,29,63,58,45,58,30,38,40,8,9,11,11,8,56,55,56,56,56,55,58,58,55,58,49,49,49,47,45,47,15,0
20,175,73,54,63,9,1393,308,0,1,4,3,0,2,69,50,48,57,35,49,48,50,35,50,53,57,45,36,47,56,70,69,69,40,67,54,45,44,57,42,35,35,57,47,46,48,40,33,28,8,8,10,6,6,54,54,53,53,53,54,55,55,50,55,47,45,47,45,42,45,13,0
22,178,72,54,62,8,1284,274,1,1,3,2,2,2,60,23,39,40,55,57,29,18,60,51,24,39,23,28,48,36,59,60,48,44,67,38,63,58,56,16,55,50,26,29,34,34,52,59,58,13,5,12,14,12,40,37,37,37,37,37,40,42,43,42,51,52,51,53,56,53,17,0
21,180,75,54,63,9,1432,309,1,1,3,2,0,2,70,35,41,49,51,63,31,34,46,53,30,46,31,39,40,44,76,65,66,52,58,39,81,58,63,29,64,55,37,35,50,50,50,53,49,12,7,9,15,15,47,46,45,45,45,46,47,49,47,49,53,53,53,54,56,54,18,0
18,172,67,54,74,20,1452,305,0,1,3,2,2,2,66,39,53,57,42,48,43,31,33,60,37,52,41,45,57,59,67,65,62,51,83,51,34,63,32,42,75,42,53,55,40,57,47,39,45,9,10,14,7,8,49,53,52,52,52,53,56,56,56,56,53,54,53,52,47,52,15,0
20,182,75,54,69,15,1222,264,1,1,2,2,2,2,54,25,35,37,54,59,26,25,53,41,25,30,31,24,38,39,53,55,45,51,55,30,60,48,67,20,51,54,22,34,33,37,52,55,53,13,6,13,7,13,39,36,35,35,35,36,38,39,41,39,48,50,48,51,56,51,16,0
22,193,89,54,61,7,844,295,5,1,1,1,2,2,61,50,55,57,21,51,13,7,12,24,7,9,8,11,26,11,17,27,22,43,23,41,31,33,74,8,20,15,8,36,12,38,7,12,13,61,50,55,51,57,22,17,18,18,18,17,22,21,24,21,21,24,21,20,24,20,55,0
22,185,78,54,61,7,1321,282,14,1,3,2,2,2,58,56,38,53,20,57,31,56,54,40,50,52,39,38,37,53,56,60,58,53,56,59,62,60,62,54,41,17,50,42,58,48,16,19,11,10,5,8,8,6,56,50,52,52,52,50,51,51,46,51,38,37,38,36,35,36,14,0
20,193,73,54,66,12,830,295,5,1,4,1,2,2,54,51,55,57,26,52,14,6,13,23,8,11,13,13,20,12,29,22,31,45,27,41,32,17,60,6,20,15,7,34,14,27,6,10,12,54,51,55,52,57,22,18,19,19,19,18,22,21,22,21,20,22,20,19,22,19,55,0
19,180,73,54,68,14,1310,287,10,1,3,2,2,2,65,27,38,46,51,60,45,22,43,46,23,42,30,29,30,45,65,65,56,48,65,30,64,61,59,27,58,49,46,29,36,37,52,53,51,14,7,6,8,6,43,44,42,42,42,44,43,47,44,47,53,50,53,54,54,54,15,0
20,203,89,54,70,16,822,292,5,1,2,1,2,2,55,52,52,57,26,50,11,7,12,25,5,6,12,14,17,15,24,28,25,49,27,39,34,20,63,6,19,9,7,39,10,23,8,11,14,55,52,52,50,57,22,18,20,20,20,18,23,21,23,21,20,22,20,20,22,20,55,0
19,181,77,54,70,16,1421,303,1,1,3,2,2,2,59,34,47,52,54,57,41,31,49,58,32,51,35,39,46,53,60,59,59,54,62,49,62,47,59,28,62,53,31,39,39,37,55,55,54,14,10,6,15,14,47,47,46,46,46,47,49,50,50,50,55,55,55,55,57,55,19,0
17,177,67,54,72,18,1455,312,0,1,2,2,2,2,76,51,49,56,34,46,51,48,42,50,48,52,52,45,43,55,74,77,76,42,72,55,55,41,49,55,40,32,51,52,45,50,32,35,35,9,6,14,9,13,54,55,53,53,53,55,55,55,50,55,47,44,47,47,42,47,15,0
17,184,73,54,78,24,1296,277,1,1,3,2,2,2,60,24,41,35,53,64,36,19,52,45,29,25,28,28,47,37,62,59,52,40,60,35,78,66,64,18,56,54,24,39,34,51,52,54,53,12,10,9,13,6,38,36,35,35,35,36,38,41,43,41,51,52,51,53,56,53,15,0
26,173,72,54,57,3,1413,302,2,1,3,2,2,2,48,36,50,52,48,68,40,37,48,55,19,48,40,35,54,52,50,46,64,51,72,44,60,69,67,31,73,45,40,52,31,43,51,46,48,7,10,7,12,9,47,47,47,47,47,47,51,51,53,51,52,55,52,52,54,52,16,0
