FullName,Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,BestPosition,Club,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Top_5_league
Kevin Conrad,31,181,78,63,63,0,1547,332,1,SV Elversberg,1,4,2,2,0,66,26,52,55,61,72,50,19,57,58,28,47,43,33,55,57,65,66,66,63,69,35,82,73,76,24,60,61,39,47,37,64,62,62,61,12,8,8,8,16,48,49,47,47,47,49,52,55,56,55,62,63,62,63,63,63,19,0
Jon Birkfeldt,26,183,80,63,66,3,1436,312,1,Varbergs BoIS FC,1,3,2,2,2,56,33,43,48,62,70,32,28,62,56,28,41,32,28,51,52,53,59,53,59,64,51,72,60,76,28,65,60,28,30,30,55,62,62,61,14,11,8,10,10,48,43,44,44,44,43,46,47,50,47,57,60,57,59,65,59,18,0
Hugo Andersson,23,196,86,63,74,11,1369,301,1,Randers FC,1,3,2,2,2,47,29,45,47,61,72,32,22,65,56,29,43,29,28,50,56,42,51,39,57,33,44,71,60,81,28,65,59,26,44,36,49,61,61,59,6,12,9,6,9,46,42,43,43,43,42,47,47,52,47,56,60,56,57,65,57,16,0
Bryan Alceus,26,174,75,63,67,4,1649,354,2,Campionii FC Arges,1,3,2,2,2,65,44,56,62,60,67,47,39,51,61,34,57,46,42,58,60,62,68,80,61,78,58,59,71,67,46,65,60,42,61,46,59,60,62,61,10,5,13,13,6,55,56,55,55,55,56,59,59,61,59,62,64,62,63,63,63,17,0
Mayckel Lahdo,19,180,76,63,77,14,1537,340,0,AZ Alkmaar,1,3,3,2,2,83,55,56,66,27,53,57,56,30,59,42,65,49,35,54,64,82,84,80,55,76,57,59,50,60,54,40,31,59,57,50,60,24,27,25,14,6,14,14,8,60,63,61,61,61,63,64,64,57,64,50,47,50,47,40,47,18,0
Simone Muratore,24,186,74,63,69,6,1641,347,2,Atalanta,1,2,2,2,2,58,50,62,58,61,58,48,51,65,73,36,57,42,45,72,62,55,61,54,65,57,57,56,53,56,40,68,60,55,60,57,45,54,67,63,8,9,14,8,13,60,58,59,59,59,58,62,61,65,61,62,66,62,63,64,63,18,1
Alaa Bakir,21,179,71,63,72,9,1612,346,10,MSV Duisburg,1,3,3,2,1,73,54,61,69,31,58,62,55,43,65,57,69,58,44,58,67,74,72,82,61,81,57,62,70,55,51,48,30,54,59,49,52,34,26,24,7,12,9,11,6,61,64,62,62,62,64,65,66,61,66,54,51,54,50,43,50,17,0
Emiliano Clavijo,22,180,80,63,71,8,1759,374,0,C.D. Universidad Católica del Ecuador,1,3,3,2,2,68,58,63,63,59,63,55,55,48,67,55,63,63,65,63,62,66,70,63,64,70,63,55,61,72,59,45,58,63,61,60,61,60,62,58,12,9,7,11,14,63,62,62,62,62,62,65,64,65,64,63,63,63,63,62,63,19,0
Béni Nkololo,25,186,75,63,65,2,1555,342,6,Central Coast Mariners,1,3,2,2,2,79,57,57,62,30,57,58,59,37,58,49,63,59,46,51,62,79,79,62,58,65,59,57,51,65,55,44,27,60,61,49,57,30,28,38,11,5,10,14,6,61,63,62,62,62,63,63,64,57,64,52,48,52,49,43,49,16,0
Nicola Pavan,29,184,78,63,63,0,1773,380,2,Cittadella,1,3,2,2,0,68,54,63,64,63,68,59,46,67,68,47,63,60,56,67,67,69,68,60,64,61,68,71,66,70,60,63,60,46,58,55,63,61,65,64,8,14,9,7,6,62,61,60,60,60,61,63,63,63,63,63,63,63,63,63,63,17,0
Muharem Huskovic,19,180,69,63,77,14,1565,330,0,FK Austria Wien,1,3,3,2,2,72,62,57,68,19,52,53,66,59,62,59,69,47,38,55,67,71,73,72,57,74,61,70,57,44,56,63,11,62,63,52,58,11,19,20,10,6,15,13,10,65,64,64,64,64,64,66,65,59,65,46,44,46,43,37,43,17,0
Siebe Wylin,19,174,63,63,75,12,1596,346,12,KV Oostende,1,3,2,2,2,73,37,58,64,57,57,60,28,47,62,30,64,48,32,58,63,77,70,72,57,77,50,62,63,54,41,57,58,56,56,35,43,55,60,57,10,5,10,14,8,54,59,56,56,56,59,60,62,60,62,63,61,63,62,59,62,17,0
Matthis Riou,21,181,77,63,73,10,1489,327,1,En Avant de Guingamp,1,4,2,2,2,53,32,53,57,63,69,39,33,56,62,30,56,41,28,58,61,49,57,45,59,54,38,68,68,73,25,59,64,27,58,42,64,65,64,60,9,11,8,11,11,49,49,49,49,49,49,54,55,59,55,61,64,61,61,65,61,18,0
Sean Kelly,28,188,77,63,63,0,1559,342,5,Livingston FC,1,3,2,0,2,68,38,55,57,60,64,58,38,60,60,30,58,58,30,58,58,69,68,50,60,52,48,54,68,65,26,58,60,48,48,41,56,58,61,60,14,14,10,9,10,54,55,53,53,53,55,56,60,58,60,63,62,63,63,62,63,19,0
Dylan Bahamboula,27,185,70,63,63,0,1682,368,11,Livingston FC,1,3,5,0,1,81,59,56,66,41,65,58,56,54,56,55,68,62,54,50,64,81,81,67,57,62,67,49,68,72,59,47,45,58,59,57,67,35,39,47,7,15,10,14,9,63,63,63,63,63,63,63,63,59,63,58,53,58,57,51,57,18,0
Gaute Vetti,23,180,74,63,70,7,1656,354,4,FK Bodø/Glimt,1,2,2,2,2,61,49,60,63,59,62,54,46,47,64,47,61,56,40,63,64,63,59,67,60,64,55,49,73,65,46,46,63,62,64,48,60,60,62,55,12,11,9,12,9,58,59,59,59,59,59,63,63,65,63,63,64,63,63,60,63,18,0
Ali Yaşar,27,180,70,63,64,1,1469,317,5,İstanbulspor,1,2,2,2,2,68,23,49,58,62,57,53,15,58,59,28,55,30,36,57,58,67,69,69,60,67,32,68,57,57,24,55,64,34,28,39,57,60,64,60,8,7,10,11,10,46,49,46,46,46,49,50,54,53,54,62,61,62,63,63,63,17,0
John Olav Norheim,27,191,84,63,65,2,1565,323,1,FK Jerv,1,2,2,2,2,38,40,55,53,62,75,55,31,63,63,34,51,52,48,56,59,40,37,34,63,56,64,62,68,83,34,66,61,49,43,50,56,63,62,57,7,14,12,15,13,54,49,50,50,50,49,52,54,58,54,60,64,60,60,65,60,20,0
Nikola Đurđić,36,184,77,63,63,0,1724,350,13,Degerfors IF,1,4,3,2,0,55,62,55,60,46,72,52,62,67,53,64,57,62,50,51,62,56,55,61,70,63,66,72,63,75,57,78,52,66,62,67,65,35,48,43,11,16,9,13,6,63,59,61,61,61,59,62,61,60,61,55,57,55,55,58,55,20,0
Shayne Pattynama,23,180,78,63,70,7,1676,368,6,Viking FK,1,3,2,0,2,74,54,58,59,55,68,63,55,50,61,44,54,48,28,58,63,75,74,67,54,63,60,63,76,67,51,60,52,63,57,41,57,51,60,60,10,14,8,14,12,61,61,60,60,60,61,62,64,61,64,63,61,63,63,60,63,19,0
Orrin McKinze Gaines,24,181,74,63,69,6,1512,340,10,Charlotte FC,1,3,3,2,2,87,55,53,63,26,56,57,62,34,56,54,65,46,39,49,61,90,84,70,50,68,51,58,62,61,47,34,25,55,52,47,47,23,28,24,15,9,12,14,10,60,62,60,60,60,62,61,64,55,64,50,44,50,47,39,47,18,0
Brandon Mason,24,173,70,63,64,1,1672,359,8,Crawley Town,1,2,3,2,2,79,40,57,64,60,59,58,37,48,60,34,61,44,48,56,61,80,79,79,56,82,44,79,53,53,38,75,59,57,55,43,62,61,63,62,13,7,6,6,15,55,59,57,57,57,59,60,62,59,62,63,62,63,63,63,63,17,0
Jonatan Blanco,35,186,70,63,63,0,1653,345,2,Barracas Central,1,3,2,2,2,54,48,61,56,59,67,49,39,52,68,33,51,65,56,60,61,52,55,55,55,62,67,60,58,70,52,73,58,41,64,58,66,60,62,60,12,12,12,14,7,54,53,54,54,54,53,58,57,61,57,60,63,60,60,63,60,18,0
Flavio Bianchi,22,178,74,63,71,8,1513,304,13,Brescia,1,2,2,0,1,51,67,48,61,27,50,42,71,71,55,52,61,49,46,37,63,54,49,55,63,73,61,70,54,52,66,36,21,61,52,71,52,21,22,23,13,11,15,13,10,64,58,61,61,61,58,60,58,54,58,44,42,44,42,40,42,20,0
Tim Oermann,18,187,76,63,74,11,1434,310,1,VfL Bochum 1848,1,2,2,2,2,53,33,46,51,64,63,37,30,65,55,31,48,38,33,53,56,51,55,48,58,58,45,60,55,67,31,63,60,26,39,33,48,60,68,67,6,14,5,8,11,48,45,45,45,45,45,48,49,52,49,58,61,58,60,65,60,17,1
Matteo Rover,23,185,76,63,69,6,1565,336,10,Südtirol,1,3,3,2,2,72,61,52,66,22,63,55,59,47,54,65,64,62,58,39,70,70,73,67,62,59,67,57,77,62,62,48,18,63,51,54,64,15,23,19,12,6,11,5,11,64,63,63,63,63,63,62,64,56,64,49,44,49,46,38,46,17,0
Ben Fox,24,175,76,63,67,4,1653,363,2,Northampton Town,1,3,2,2,2,69,49,56,60,60,69,48,46,53,63,44,58,40,40,60,60,70,69,70,57,56,56,60,86,65,49,58,59,52,57,47,57,60,61,61,6,10,8,12,12,58,57,57,57,57,57,60,61,62,61,64,64,64,64,62,64,17,0
Florian Martin,32,180,84,63,63,0,1813,369,0,Valenciennes FC,1,2,3,2,2,59,67,67,66,52,58,67,63,41,67,69,64,70,75,67,66,61,57,68,67,79,71,61,33,70,72,57,58,61,66,69,64,51,57,39,15,12,14,14,12,63,63,63,63,63,63,63,63,63,63,58,61,58,57,58,57,21,0
Juan Nazareno,23,173,65,63,68,5,1727,367,0,Mushuc Runa,1,3,3,2,2,69,56,62,64,58,58,58,55,55,64,55,62,52,55,59,67,67,70,63,55,67,58,55,71,55,57,51,59,60,67,59,66,59,59,57,13,14,8,13,8,61,62,62,62,62,62,65,65,65,65,64,63,64,63,60,63,19,0
Xiangchuang Yan,35,174,66,63,63,0,1616,340,13,Dalian Professional Football Club,1,3,3,2,1,69,64,47,66,35,59,68,68,57,31,57,62,62,39,30,66,62,74,72,67,80,69,62,64,56,51,57,23,69,65,56,66,45,26,29,12,7,9,8,13,63,63,62,62,62,63,60,62,52,62,51,44,51,49,45,49,18,0
Jonatan Kotzke,32,184,81,63,63,0,1666,342,2,Górnik Zabrze,1,3,2,2,2,51,46,56,55,62,72,53,39,63,60,42,47,48,50,54,61,66,39,64,62,67,53,62,70,75,51,69,59,39,56,64,59,60,66,63,14,16,15,11,8,54,52,52,52,52,52,56,56,59,56,62,63,62,62,63,62,20,0
Arkadiusz Woźniak,32,184,73,63,63,0,1771,371,10,Zagłębie Lubin,1,3,3,2,0,64,61,61,63,56,66,63,64,68,63,50,63,60,55,57,60,62,66,66,63,71,65,70,65,68,53,60,56,63,61,55,63,54,57,51,14,15,15,8,10,63,62,62,62,62,62,63,63,63,63,62,61,62,61,62,61,20,0
Issa Fomba,21,175,69,63,75,12,1609,353,10,Málaga CF,1,4,3,0,1,83,60,54,66,28,62,61,61,48,55,50,70,57,40,48,63,82,83,76,44,68,67,67,63,59,55,66,27,62,52,52,57,22,27,29,9,15,6,12,13,63,64,62,62,62,64,62,64,55,64,51,46,51,48,43,48,17,0
Andy Burbano,28,176,78,63,63,0,1645,363,9,Delfín Sporting Club,1,3,2,2,2,80,52,57,59,58,57,64,49,48,62,31,55,41,36,59,60,80,80,80,47,81,60,59,65,56,59,47,54,45,50,46,44,60,61,59,7,14,13,8,9,57,59,56,56,56,59,59,61,58,61,63,60,63,63,59,63,16,0
Ole Martin Kolskogen,21,187,73,63,71,8,1558,339,1,FK Jerv,1,2,2,2,2,70,38,48,55,63,65,38,32,60,58,45,49,51,30,58,56,66,74,70,60,64,53,64,63,69,32,59,63,36,37,41,56,62,64,62,7,10,6,13,6,52,50,49,49,49,50,52,54,54,54,61,62,61,62,65,62,16,0
Liam Cullen,23,178,66,63,69,6,1600,340,13,Swansea City,1,3,3,2,2,73,63,57,66,30,51,57,65,55,62,56,66,53,45,52,65,73,73,72,58,80,70,50,67,46,55,43,22,64,57,60,63,25,31,32,11,6,8,11,10,65,64,64,64,64,64,65,65,59,65,52,47,52,50,42,50,17,0
André Becker,25,197,92,63,66,3,1444,318,13,Viktoria Köln,1,4,2,2,2,57,61,40,59,27,74,33,65,70,45,59,59,30,27,36,61,55,58,63,55,36,68,65,67,89,45,48,19,66,46,60,61,24,20,25,8,13,13,11,5,65,55,58,58,58,55,56,56,50,56,43,42,43,42,44,42,16,0
Metehan Güçlü,23,182,70,63,69,6,1559,332,13,FC Emmen,1,2,2,2,2,75,62,54,62,23,56,42,62,62,60,57,60,47,48,49,61,73,76,75,62,66,63,72,45,64,60,44,21,60,60,66,55,18,16,20,7,13,7,10,13,65,61,62,62,62,61,63,61,56,61,45,43,45,43,40,43,18,0
Samuel Essende,24,192,87,63,68,5,1460,331,13,Stade Malherbe Caen,1,3,3,2,2,70,63,44,58,25,71,31,67,66,59,52,59,38,34,34,63,68,71,56,46,43,67,66,57,83,52,61,18,61,41,61,48,22,21,18,8,10,10,9,8,65,57,59,59,59,57,58,57,51,57,43,43,43,41,43,41,15,0
Vinicius Szeuczuk Ribeiro,24,191,81,63,69,6,1367,301,1,Portimonense SC,1,2,2,1,2,53,38,38,43,66,63,32,39,66,49,35,35,28,34,31,52,51,55,42,52,45,41,66,54,70,37,57,62,28,31,41,50,68,65,68,7,7,7,6,6,48,42,42,42,42,42,43,44,46,44,56,57,56,59,65,59,14,0
Keijiro Ogawa,29,170,65,63,63,0,1747,363,10,FC Seoul,1,4,3,2,2,72,62,59,64,46,60,59,61,45,60,59,62,62,64,58,62,73,71,78,59,81,65,68,74,56,61,52,49,61,57,59,56,47,44,46,12,11,9,11,11,62,63,62,62,62,63,63,63,61,63,60,57,60,58,53,58,18,0
Joel Nouble,26,193,78,63,64,1,1583,338,13,Livingston FC,1,3,2,2,1,65,60,48,60,29,76,43,63,63,56,52,58,45,40,34,62,68,62,56,62,78,62,81,66,84,54,65,24,64,50,60,55,28,23,24,12,15,8,12,9,64,59,60,60,60,59,60,59,54,59,47,46,47,46,47,46,19,0
Arkadiusz Kasperkiewicz,27,187,82,63,65,2,1596,336,1,PGE FKS Stal Mielec,1,3,2,0,2,57,42,54,49,62,72,40,34,63,64,37,49,38,56,58,44,52,61,55,50,55,55,82,66,77,40,63,59,50,49,59,67,62,64,62,8,9,9,12,14,52,48,49,49,49,48,52,53,56,53,58,61,58,60,65,60,17,0
Kieron Morris,28,178,71,63,63,0,1789,374,10,Tranmere Rovers,1,4,3,0,1,68,60,59,65,53,69,59,57,51,61,50,64,60,55,54,62,69,68,81,60,75,66,70,75,69,64,63,54,59,61,60,60,52,55,50,16,16,9,12,12,63,62,62,62,62,62,63,63,62,63,62,61,62,61,59,61,21,0
Lloyd Palun,33,184,73,63,63,0,1712,359,12,SC Bastia,1,3,2,2,0,66,48,57,56,61,71,55,40,58,60,48,52,40,48,63,56,62,69,62,62,70,52,74,72,71,58,68,62,53,55,50,57,64,59,60,10,15,12,16,16,56,56,55,55,55,56,58,59,61,59,63,63,63,63,63,63,21,0
Miguel Rodríguez Vidal,19,179,73,63,80,17,1498,328,10,RC Celta de Vigo,1,3,3,2,2,64,52,61,64,33,54,60,49,32,66,49,68,55,32,61,65,65,64,51,51,63,61,51,49,58,48,51,34,64,61,53,55,45,24,25,7,10,7,7,12,58,61,60,60,60,61,63,64,60,64,51,51,51,47,43,47,16,1
Francisco Rodríguez,26,177,77,63,64,1,1663,352,10,FC Winterthur,1,4,3,2,1,69,59,62,67,40,55,64,60,48,65,55,67,62,56,55,67,69,69,77,65,69,63,60,64,50,60,55,40,52,61,48,50,40,37,41,12,7,9,8,8,62,64,63,63,63,64,64,64,62,64,58,55,58,55,49,55,17,0
Pape-Alioune Ndiaye,24,203,71,63,66,3,1318,294,1,SC Rheindorf Altach,1,2,2,1,2,38,28,46,46,64,72,28,21,69,58,21,41,18,24,53,58,37,38,35,57,34,48,33,70,79,25,68,63,21,48,31,51,61,65,62,10,11,13,7,11,45,40,42,42,42,40,46,46,54,46,57,63,57,58,65,58,17,0
Alexander Ludwig,29,184,85,63,64,1,1588,334,1,AC Horsens,1,3,2,2,2,54,39,54,56,61,70,53,35,64,62,40,53,53,50,61,60,52,55,56,56,59,50,74,60,76,32,65,58,53,35,36,60,61,62,60,12,8,11,15,11,54,51,51,51,51,51,53,56,56,56,60,62,60,61,64,61,18,0
Mats Haakenstad,28,183,73,63,63,0,1656,367,9,Sandefjord Fotball,1,4,2,2,2,80,49,52,58,56,72,55,49,53,56,41,58,48,37,52,57,81,80,64,58,62,57,68,77,71,48,67,58,53,49,29,55,56,56,55,13,13,15,11,9,59,58,57,57,57,58,58,61,58,61,63,60,63,63,61,63,19,0
Emil Kornvig,22,187,70,63,73,10,1730,370,4,Cosenza,1,3,2,2,2,66,57,62,63,58,64,61,56,54,66,55,61,55,50,58,65,67,65,62,67,67,65,54,71,63,56,62,59,59,64,45,66,57,60,52,11,12,14,5,12,63,62,62,62,62,62,65,65,65,65,64,64,64,63,61,63,18,0
Sylla Sow,25,182,74,63,65,2,1602,352,13,Go Ahead Eagles,1,3,3,2,1,78,61,56,65,26,66,64,63,58,59,55,65,49,38,42,63,76,79,71,59,68,67,81,51,69,55,73,22,61,59,46,60,30,19,14,10,5,7,14,10,65,64,63,63,63,64,64,64,55,64,49,45,49,46,44,46,17,0
Darwin Gómez,30,182,82,63,63,0,1552,340,11,Metropolitanos de Caracas FC,1,4,3,0,2,77,56,53,65,28,61,65,55,59,55,51,70,43,50,39,61,73,80,72,55,61,55,61,54,75,58,35,11,60,53,62,44,44,16,20,10,15,9,9,16,63,63,61,61,61,63,62,63,53,63,48,42,48,46,42,46,19,0
Hampus Zackrisson,27,189,83,63,64,1,1597,343,1,Varbergs BoIS FC,1,3,2,2,2,55,48,53,55,61,71,46,44,60,63,46,52,48,38,59,60,56,54,54,62,53,60,47,61,80,45,68,60,45,45,45,57,61,62,60,8,12,15,15,13,57,53,53,53,53,53,56,56,58,56,60,63,60,61,64,61,20,0
Charles Dunne,29,188,86,63,63,0,1572,344,1,St. Mirren,1,2,2,2,0,76,38,47,56,61,66,48,25,58,55,39,53,28,35,52,54,76,76,70,58,69,67,78,33,83,39,62,59,36,38,36,46,61,62,62,14,16,11,8,11,53,51,50,50,50,51,52,53,51,53,58,59,58,60,63,60,19,0
Kévin Van Den Kerkhof,26,190,82,63,65,2,1593,350,12,SC Bastia,1,2,2,2,2,68,43,55,59,61,64,58,38,65,61,30,60,42,32,56,59,68,68,58,58,56,54,67,68,64,44,58,58,55,49,42,54,60,61,61,10,7,6,14,6,57,57,56,56,56,57,58,60,59,60,63,61,63,63,63,63,16,0
Joshua Laws,24,183,76,63,68,5,1506,331,1,Wellington Phoenix,1,2,2,2,2,63,34,52,52,61,69,45,30,60,59,30,48,30,34,56,56,64,62,54,58,55,49,71,64,73,28,66,62,48,53,30,53,61,62,61,6,12,7,6,6,52,50,50,50,50,50,54,55,57,55,60,62,60,61,65,61,15,0
Adam Sušac,33,185,80,63,63,0,1373,283,1,FSV Zwickau,1,3,2,2,2,34,37,35,44,65,68,30,38,66,35,17,40,18,28,50,43,34,34,45,50,64,50,82,54,77,25,59,64,34,37,47,65,62,68,66,11,12,12,11,10,46,38,39,39,39,38,41,41,46,41,52,56,52,55,63,55,17,0
Oleksandr Drambaev,21,185,76,63,71,8,1590,348,5,SV Zulte Waregem,1,3,2,0,2,72,35,58,57,59,67,60,29,52,61,25,55,49,52,55,60,70,74,64,55,59,45,63,68,67,37,65,59,55,55,32,47,57,62,60,8,7,10,5,15,53,56,54,54,54,56,57,60,59,60,63,62,63,63,62,63,16,0
Nikolaos Michelis,21,192,79,63,75,12,1414,298,1,CD Mirandés,1,3,2,2,2,55,34,42,38,63,66,36,29,63,51,33,28,36,31,42,38,57,53,54,58,50,49,66,55,71,26,67,61,36,35,49,55,59,68,67,11,7,5,11,12,46,40,40,40,40,40,42,44,46,44,55,57,55,58,65,58,17,0
Alexandru Pantea,18,178,71,63,75,12,1582,340,9,FCSB (Steaua),1,4,2,2,2,75,35,53,57,56,64,61,34,42,57,28,53,52,34,54,58,76,75,70,58,69,32,51,73,58,34,71,59,52,44,57,54,57,59,56,9,6,13,15,15,51,55,52,52,52,55,55,59,56,59,63,61,63,63,59,63,18,0
Felix Herzenbruch,29,184,85,63,63,0,1496,324,1,Rot-Weiß Essen,1,3,2,2,0,55,41,51,43,61,73,56,38,66,58,30,36,36,33,57,42,54,55,55,60,59,55,71,63,82,41,65,58,24,37,37,50,60,63,63,7,10,8,9,8,49,45,43,43,43,45,46,49,51,49,59,60,59,61,63,61,16,0
Pedro Jorge Gonçalves Malheiro,21,179,69,63,71,8,1663,358,12,Boavista FC,1,3,2,0,2,71,55,54,65,57,56,61,55,48,57,50,67,54,39,44,63,69,73,68,59,71,62,52,63,57,52,48,63,53,52,55,48,52,60,59,14,8,15,13,7,60,61,60,60,60,61,61,62,59,62,63,59,63,63,59,63,18,0
Tarsis Bonga,25,197,93,63,66,3,1561,352,13,VfL Bochum 1848,1,3,2,2,2,73,59,53,65,32,70,52,60,65,60,44,68,40,28,43,67,69,76,55,63,52,69,72,67,79,52,51,20,64,58,51,55,37,29,19,11,11,9,11,9,66,63,64,64,64,63,64,65,58,65,51,48,51,49,47,49,18,1
Liam Shephard,27,178,67,63,63,0,1679,360,9,Salford City,1,4,2,0,0,72,48,57,61,57,65,60,47,55,58,34,60,56,49,56,58,73,72,73,55,74,52,70,83,59,49,57,53,54,55,48,60,57,59,57,8,13,9,8,8,57,59,57,57,57,59,59,62,60,62,63,60,63,63,60,63,16,0
Yongyong Hou,24,183,74,63,66,3,1663,355,10,Beijing Guoan FC,1,3,3,2,2,75,52,59,63,45,61,56,51,54,61,42,62,59,59,56,61,76,74,73,61,64,54,67,65,65,52,44,42,60,61,49,58,52,39,39,11,13,14,12,15,61,61,60,60,60,61,63,64,60,64,57,55,57,56,52,56,20,0
Dara Costelloe,19,181,74,63,74,11,1538,338,10,Burnley,1,4,3,2,2,74,52,59,65,28,60,61,53,44,62,51,68,57,48,52,64,76,73,63,47,70,60,46,62,68,42,41,20,52,58,52,62,26,31,25,15,14,13,14,10,59,61,59,59,59,61,61,64,56,64,50,46,50,47,41,47,19,0
Jack Earing,23,182,80,63,70,7,1776,382,10,Walsall,1,4,2,2,2,72,59,62,63,57,69,60,58,45,63,55,62,58,56,62,62,73,71,70,61,72,64,67,83,64,59,62,59,59,63,55,63,59,59,56,6,11,8,7,7,62,63,62,62,62,63,64,66,65,66,65,64,65,64,61,64,16,0
Aitor Paredes Casamichana,22,186,76,63,74,11,1374,300,1,Athletic Club de Bilbao,1,3,2,1,2,57,31,38,47,63,64,22,29,64,57,24,42,22,21,45,55,54,60,37,58,55,42,75,57,68,25,62,62,27,25,38,49,62,66,61,14,7,12,12,14,47,42,43,43,43,42,45,46,49,46,56,60,56,59,65,59,19,1
Carlos Roca,25,168,77,63,68,5,1669,355,1,Club Deportivo Oriente Petrolero,1,2,2,2,0,71,39,54,58,60,73,53,34,52,58,37,60,60,33,53,50,70,71,70,60,70,42,80,80,70,40,69,62,56,54,44,56,61,62,58,15,10,7,14,14,53,55,54,54,54,55,57,59,58,59,63,62,63,63,64,63,20,0
Jannes Van Hecke,20,177,65,63,74,11,1645,349,0,KV Mechelen,1,5,2,0,2,67,48,63,70,53,48,61,45,42,68,37,68,45,48,62,71,72,62,73,61,81,52,62,60,36,53,58,54,57,66,44,66,49,59,52,6,13,5,12,11,57,63,62,62,62,63,66,66,65,66,62,61,62,61,55,61,18,0
Hyun Soo Hwang,26,183,80,63,66,3,1491,326,1,FC Seoul,1,4,2,2,2,76,44,35,41,61,69,21,36,65,51,48,25,23,47,32,52,70,80,45,55,67,57,79,51,80,48,61,60,34,23,46,62,58,63,61,6,10,13,12,12,52,43,45,45,45,43,44,44,45,44,55,56,55,59,65,59,17,0
Harvey Vale,18,181,76,63,83,20,1698,360,0,Hull City,1,4,3,0,2,73,61,62,65,47,52,58,61,57,65,51,65,65,50,63,64,76,71,71,52,72,63,56,58,53,64,42,39,54,62,63,66,49,47,43,12,15,14,14,9,63,63,62,62,62,63,65,65,62,65,57,55,57,56,52,56,19,0
Ferddy Roca,22,178,76,63,72,9,1453,306,13,Club Deportivo Oriente Petrolero,1,3,3,0,1,55,66,49,62,21,53,31,72,65,61,55,60,35,37,58,65,55,55,58,60,64,65,62,53,60,60,33,13,60,45,63,62,19,17,12,15,7,11,15,12,65,58,61,61,61,58,61,58,56,58,41,42,41,38,37,38,19,0
Elliot Jorge Simões Inácio,22,174,68,63,69,6,1473,325,10,Salford City,1,3,3,2,2,82,52,54,66,26,45,50,54,29,59,32,65,39,32,51,62,83,81,81,57,88,58,50,67,33,47,45,26,56,59,47,49,12,38,25,7,6,11,15,8,57,62,60,60,60,62,63,64,58,64,51,46,51,48,37,48,16,0
David Gomis,29,173,68,63,63,0,1589,342,6,Pau FC,1,3,2,2,2,70,59,62,62,38,51,62,57,45,67,52,60,52,46,60,63,71,69,67,56,72,61,45,45,58,62,43,23,67,59,53,59,34,47,46,6,14,7,13,7,62,63,62,62,62,63,63,63,60,63,54,51,54,52,47,52,17,0
Tobias Schwede,28,182,73,63,63,0,1671,368,8,1. FC Saarbrücken,1,3,3,2,2,77,53,58,64,52,64,65,55,43,61,44,62,46,35,51,61,81,74,77,62,76,59,68,74,64,46,51,52,55,58,42,59,53,54,53,6,10,14,14,5,60,62,60,60,60,62,62,63,60,63,63,59,63,62,57,62,17,0
Abdullah Al Salem,29,183,77,63,63,0,1737,362,13,Ettifaq FC,1,3,3,2,1,61,62,58,62,52,67,45,62,58,62,53,60,56,62,59,66,63,59,65,60,53,66,70,62,73,60,59,54,64,64,64,60,45,55,53,15,13,12,10,15,63,61,62,62,62,61,63,62,63,62,58,60,58,58,59,58,20,0
Gonzalo Luján,21,182,82,63,72,9,1490,324,1,San Lorenzo de Almagro,1,3,2,2,2,60,32,47,54,63,68,49,25,64,53,19,50,30,21,54,56,54,65,56,59,60,55,72,68,71,22,59,60,48,42,45,57,63,65,62,10,9,5,9,10,51,49,49,49,49,49,51,54,54,54,61,61,61,62,65,62,17,0
Dylan McGowan,30,186,80,63,63,0,1544,321,1,Kilmarnock,1,2,2,2,0,36,44,50,54,61,76,47,47,62,60,27,53,44,40,56,54,34,38,55,58,54,52,73,76,80,32,69,64,44,37,46,61,59,60,58,12,14,10,13,16,53,48,49,49,49,48,51,53,56,53,59,63,59,59,63,59,20,0
Murtaz Daushvili,33,176,72,63,63,0,1563,326,2,APOEL Nicosia FC,1,3,2,1,2,61,35,58,55,58,59,42,32,40,72,29,39,49,45,57,66,62,60,72,70,74,33,51,68,56,39,56,60,50,54,52,60,61,60,54,11,6,16,12,15,50,53,53,53,53,53,58,57,62,57,62,63,62,62,60,62,20,0
Carlos Terán,21,187,85,63,75,12,1415,317,1,Chicago Fire Football Club,1,3,2,2,2,65,31,41,48,63,69,28,24,61,55,22,43,23,24,49,52,67,64,48,52,52,44,81,55,79,28,59,61,45,33,39,53,60,66,66,8,6,6,9,6,49,45,46,46,46,45,48,49,50,49,57,59,57,59,65,59,14,0
